InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsReturn,TotalSales,Month,PreviousReturns,ReturnProbability
C562375,23173,REGENCY TEAPOT ROSES ,-24,2011-08-04 14:46:00,8.15,14911.0,EIRE,True,-195.6,8,67,1.0
C562375,23172,REGENCY TEA PLATE PINK,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,True,-69.6,8,68,1.0
C562375,23171,REGENCY TEA PLATE GREEN ,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,True,-69.6,8,69,1.0
C562375,23170,REGENCY TEA PLATE ROSES ,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,True,-69.6,8,70,1.0
C562375,23169,CLASSIC GLASS COOKIE JAR,-6,2011-08-04 14:46:00,4.15,14911.0,EIRE,True,-24.9,8,71,1.0
C562375,23166,MEDIUM CERAMIC TOP STORAGE JAR,-12,2011-08-04 14:46:00,1.25,14911.0,EIRE,True,-15.0,8,72,1.0
C562375,23163,REGENCY SUGAR TONGS,-48,2011-08-04 14:46:00,2.08,14911.0,EIRE,True,-99.84,8,73,1.0
C562375,23157,SET OF 6 NATIVITY MAGNETS ,-240,2011-08-04 14:46:00,1.85,14911.0,EIRE,True,-444.0,8,74,1.0
C562375,22980,PANTRY SCRUBBING BRUSH,-48,2011-08-04 14:46:00,1.45,14911.0,EIRE,True,-69.6,8,75,1.0
C562375,22979,PANTRY WASHING UP BRUSH,-72,2011-08-04 14:46:00,1.25,14911.0,EIRE,True,-90.0,8,76,1.0
C562375,22978,PANTRY ROLLING PIN,-24,2011-08-04 14:46:00,3.39,14911.0,EIRE,True,-81.36,8,77,1.0
C562375,22952,60 CAKE CASES VINTAGE CHRISTMAS,-240,2011-08-04 14:46:00,0.42,14911.0,EIRE,True,-100.8,8,78,1.0
C562375,22950,36 DOILIES VINTAGE CHRISTMAS,-288,2011-08-04 14:46:00,1.25,14911.0,EIRE,True,-360.0,8,79,1.0
C562375,22945,CHRISTMAS METAL TAGS ASSORTED ,-144,2011-08-04 14:46:00,0.72,14911.0,EIRE,True,-103.68,8,80,1.0
C562375,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-200,2011-08-04 14:46:00,2.55,14911.0,EIRE,True,-510.0,8,81,1.0
C562375,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,-192,2011-08-04 14:46:00,0.72,14911.0,EIRE,True,-138.24,8,82,1.0
C562375,22907,PACK OF 20 NAPKINS PANTRY DESIGN,-12,2011-08-04 14:46:00,0.85,14911.0,EIRE,True,-10.2,8,83,1.0
C562375,22699,ROSES REGENCY TEACUP AND SAUCER ,-48,2011-08-04 14:46:00,2.55,14911.0,EIRE,True,-122.4,8,84,1.0
C562375,22698,PINK REGENCY TEACUP AND SAUCER,-48,2011-08-04 14:46:00,2.55,14911.0,EIRE,True,-122.4,8,85,1.0
C562375,22697,GREEN REGENCY TEACUP AND SAUCER,-48,2011-08-04 14:46:00,2.55,14911.0,EIRE,True,-122.4,8,86,1.0
C562375,22423,REGENCY CAKESTAND 3 TIER,-32,2011-08-04 14:46:00,10.95,14911.0,EIRE,True,-350.4,8,87,1.0
C562375,22193,RED DINER WALL CLOCK,-12,2011-08-04 14:46:00,7.65,14911.0,EIRE,True,-91.8,8,88,1.0
C562375,22192,BLUE DINER WALL CLOCK,-12,2011-08-04 14:46:00,7.65,14911.0,EIRE,True,-91.8,8,89,1.0
C562375,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-120,2011-08-04 14:46:00,2.55,14911.0,EIRE,True,-306.0,8,90,1.0
C562375,21977,PACK OF 60 PINK PAISLEY CAKE CASES,-24,2011-08-04 14:46:00,0.55,14911.0,EIRE,True,-13.2,8,91,1.0
C562423,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2011-08-04 17:06:00,4.95,12584.0,Italy,True,-9.9,8,4,0.9999997400532502
C562423,22627,MINT KITCHEN SCALES,-2,2011-08-04 17:06:00,8.5,12584.0,Italy,True,-17.0,8,5,0.9999997413040983
C562423,22423,REGENCY CAKESTAND 3 TIER,-1,2011-08-04 17:06:00,12.75,12584.0,Italy,True,-12.75,8,6,0.999172150906857
C562425,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2011-08-04 17:08:00,4.95,12584.0,Italy,True,-4.95,8,7,0.9991717574076199
C562438,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-1,2011-08-04 17:58:00,0.65,14621.0,United Kingdom,True,-0.65,8,0,0.998569425622361
C562438,23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,-2,2011-08-04 17:58:00,1.65,14621.0,United Kingdom,True,-3.3,8,1,0.9999995565994578
C562438,22698,PINK REGENCY TEACUP AND SAUCER,-2,2011-08-04 17:58:00,2.95,14621.0,United Kingdom,True,-5.9,8,2,0.9999995582692822
C562438,22423,REGENCY CAKESTAND 3 TIER,-1,2011-08-04 17:58:00,12.75,14621.0,United Kingdom,True,-12.75,8,3,0.9985909018638763
C562514,M,Manual,-1,2011-08-05 12:20:00,11.95,13408.0,United Kingdom,True,-11.95,8,10,0.998621231093107
C562515,M,Manual,-1,2011-08-05 12:22:00,43.63,13408.0,United Kingdom,True,-43.63,8,11,0.998645735552037
C562522,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,2011-08-05 12:49:00,8.5,13813.0,Germany,True,-8.5,8,0,0.9991802564369794
C562522,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-1,2011-08-05 12:49:00,4.95,13813.0,Germany,True,-4.95,8,1,0.999181491207622
C562559,21231,SWEETHEART CERAMIC TRINKET BOX,-13,2011-08-05 17:08:00,1.25,16743.0,United Kingdom,True,-16.25,8,0,1.0
C562559,21232,STRAWBERRY CERAMIC TRINKET BOX,-24,2011-08-05 17:08:00,1.25,16743.0,United Kingdom,True,-30.0,8,1,1.0
C562561,22656,VINTAGE BLUE KITCHEN CABINET,-1,2011-08-05 17:13:00,125.0,16729.0,United Kingdom,True,-125.0,8,5,0.9986711817377284
C562577,23207,LUNCH BAG ALPHABET DESIGN,-1,2011-08-07 13:09:00,1.65,15518.0,United Kingdom,True,-1.65,8,4,0.9985880618003903
C562582,20751,FUNKY WASHING UP GLOVES ASSORTED,-1,2011-08-07 13:53:00,2.1,15640.0,United Kingdom,True,-2.1,8,2,0.9985794035527648
C562582,21843,RED RETROSPOT CAKE STAND,-1,2011-08-07 13:53:00,10.95,15640.0,United Kingdom,True,-10.95,8,3,0.9985897188363949
C562582,21452,TOADSTOOL MONEY BOX,-1,2011-08-07 13:53:00,2.95,15640.0,United Kingdom,True,-2.95,8,4,0.998588917311169
C562582,21671,RED SPOT CERAMIC DRAWER KNOB,-8,2011-08-07 13:53:00,1.25,15640.0,United Kingdom,True,-10.0,8,5,1.0
C562582,23008,DOLLY GIRL BABY GIFT SET,-1,2011-08-07 13:53:00,16.95,15640.0,United Kingdom,True,-16.95,8,6,0.9986069345384688
C562582,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-08-07 13:53:00,9.95,15640.0,United Kingdom,True,-9.95,8,7,0.9986067924990698
C562582,15034,PAPER POCKET TRAVELING FAN ,-18,2011-08-07 13:53:00,0.14,15640.0,United Kingdom,True,-2.5200000000000005,8,8,1.0
C562582,22241,GARLAND WOODEN HAPPY EASTER,-1,2011-08-07 13:53:00,1.25,15640.0,United Kingdom,True,-1.25,8,9,0.9986099475211548
C562594,85230G,ORANGE VOTIVE CANDLE,-48,2011-08-07 15:44:00,0.29,12748.0,United Kingdom,True,-13.919999999999998,8,27,1.0
C562594,22464,HANGING METAL HEART LANTERN,-24,2011-08-07 15:44:00,1.65,12748.0,United Kingdom,True,-39.6,8,28,1.0
C562597,M,Manual,-1,2011-08-08 09:48:00,6.76,15518.0,United Kingdom,True,-6.76,8,5,0.9985958680420411
C562601,M,Manual,-144,2011-08-08 10:09:00,0.11,12901.0,United Kingdom,True,-15.84,8,6,1.0
C562613,23175,REGENCY MILK JUG PINK ,-3,2011-08-08 12:11:00,3.25,15228.0,United Kingdom,True,-9.75,8,0,0.9999999998619333
C562618,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-2,2011-08-08 12:32:00,2.95,13186.0,United Kingdom,True,-5.9,8,0,0.9999995554632741
C562618,82600,NO SINGING METAL SIGN,-6,2011-08-08 12:32:00,2.1,13186.0,United Kingdom,True,-12.6,8,1,1.0
C562618,22637,PIGGY BANK RETROSPOT ,-1,2011-08-08 12:32:00,2.55,13186.0,United Kingdom,True,-2.55,8,2,0.9985797015634561
C562620,22798,ANTIQUE GLASS DRESSING TABLE POT,-1,2011-08-08 12:34:00,2.95,13089.0,United Kingdom,True,-2.95,8,29,0.998696162337557
C562620,22801,ANTIQUE GLASS PEDESTAL BOWL,-1,2011-08-08 12:34:00,3.75,13089.0,United Kingdom,True,-3.75,8,30,0.9987007632803531
C562622,M,Manual,-1,2011-08-08 12:37:00,48.0,15299.0,United Kingdom,True,-48.0,8,4,0.9986182464252922
C562623,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,-1,2011-08-08 12:38:00,1.25,16255.0,United Kingdom,True,-1.25,8,2,0.9985788404733084
C562623,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,-3,2011-08-08 12:38:00,1.25,16255.0,United Kingdom,True,-3.75,8,3,0.9999999998631106
C562647,M,Manual,-1,2011-08-08 12:56:00,3155.95,15502.0,United Kingdom,True,-3155.95,8,18,0.9996899308728808
C562648,M,Manual,-1,2011-08-08 12:56:00,3.25,14606.0,United Kingdom,True,-3.25,8,39,0.9987369219619792
C562648,21539,RED RETROSPOT BUTTER DISH,-1,2011-08-08 12:56:00,4.95,14606.0,United Kingdom,True,-4.95,8,40,0.9987419073483357
C562648,22998,TRAVEL CARD WALLET KEEP CALM,-1,2011-08-08 12:56:00,0.42,14606.0,United Kingdom,True,-0.42,8,41,0.998743227387955
C562651,21991,BOHEMIAN COLLAGE STATIONERY SET,-12,2011-08-08 13:25:00,1.25,16951.0,United Kingdom,True,-15.0,8,0,1.0
C562657,POST,POSTAGE,-1,2011-08-08 13:39:00,4.41,13588.0,United Kingdom,True,-4.41,8,0,0.9985719312007328
C562661,22744,MAKE YOUR OWN MONSOON CARD KIT,-6,2011-08-08 13:40:00,2.95,13588.0,United Kingdom,True,-17.700000000000003,8,1,1.0
C562687,POST,POSTAGE,-1,2011-08-08 13:53:00,10.34,15157.0,United Kingdom,True,-10.34,8,2,0.9985848505765857
C562687,22233,JIGSAW RABBIT AND BIRDHOUSE,-1,2011-08-08 13:53:00,0.59,15157.0,United Kingdom,True,-0.59,8,3,0.9985828905484124
C562687,21359,RELAX LARGE WOOD LETTERS,-1,2011-08-08 13:53:00,3.95,15157.0,United Kingdom,True,-3.95,8,4,0.9985895750441319
C562687,21158,MOODY GIRL DOOR HANGER ,-24,2011-08-08 13:53:00,0.39,15157.0,United Kingdom,True,-9.36,8,5,1.0
C562687,22287,DECORATION WOBBLY CHICKEN,-12,2011-08-08 13:53:00,0.39,15157.0,United Kingdom,True,-4.68,8,6,1.0
C562687,22268,DECORATION SITTING BUNNY,-39,2011-08-08 13:53:00,0.19,15157.0,United Kingdom,True,-7.41,8,7,1.0
C562709,22384,LUNCH BAG PINK POLKADOT,-1,2011-08-08 14:32:00,1.45,17511.0,United Kingdom,True,-1.45,8,66,0.9988393158379202
C562709,22659,LUNCH BOX I LOVE LONDON,-1,2011-08-08 14:32:00,1.65,17511.0,United Kingdom,True,-1.65,8,67,0.9988430885422412
C562709,21238,RED RETROSPOT CUP,-1,2011-08-08 14:32:00,0.72,17511.0,United Kingdom,True,-0.72,8,68,0.9988462411577971
C562709,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2011-08-08 14:32:00,8.5,17511.0,United Kingdom,True,-8.5,8,69,0.998854049410872
C562709,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-08-08 14:32:00,1.06,17511.0,United Kingdom,True,-1.06,8,70,0.9988536973477431
C562709,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,2011-08-08 14:32:00,6.75,17511.0,United Kingdom,True,-6.75,8,71,0.9988603449376173
C562709,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-08-08 14:32:00,2.55,17511.0,United Kingdom,True,-2.55,8,72,0.99886171604179
C562709,22197,POPCORN HOLDER,-3,2011-08-08 14:32:00,0.72,17511.0,United Kingdom,True,-2.16,8,73,0.9999999998902953
C562709,21042,RED RETROSPOT APRON ,-1,2011-08-08 14:32:00,4.65,17511.0,United Kingdom,True,-4.65,8,74,0.9988700002133509
C562726,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-1,2011-08-09 09:05:00,2.95,16401.0,United Kingdom,True,-2.95,8,4,0.998588917311169
C562726,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-2,2011-08-09 09:05:00,2.55,16401.0,United Kingdom,True,-5.1,8,5,0.9999995623633956
C562728,22849,BREAD BIN DINER STYLE MINT,-1,2011-08-09 09:41:00,14.95,12406.0,Denmark,True,-14.95,8,0,0.9991540148040039
C562728,22848,BREAD BIN DINER STYLE PINK,-4,2011-08-09 09:41:00,14.95,12406.0,Denmark,True,-59.8,8,1,0.9999999999999747
C562728,22846,BREAD BIN DINER STYLE RED ,-4,2011-08-09 09:41:00,14.95,12406.0,Denmark,True,-59.8,8,2,0.9999999999999747
C562773,22424,ENAMEL BREAD BIN CREAM,-2,2011-08-09 12:18:00,12.75,17841.0,United Kingdom,True,-25.5,8,68,0.999999643204808
C562773,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-2,2011-08-09 12:18:00,9.95,17841.0,United Kingdom,True,-19.9,8,69,0.9999996438674117
C562773,85014B,RED RETROSPOT UMBRELLA,-1,2011-08-09 12:18:00,5.95,17841.0,United Kingdom,True,-5.95,8,70,0.9988563084687502
C562773,15056BL,EDWARDIAN PARASOL BLACK,-1,2011-08-09 12:18:00,5.95,17841.0,United Kingdom,True,-5.95,8,71,0.9988599196716766
C562773,21935,SUKI  SHOULDER BAG,-1,2011-08-09 12:18:00,1.65,17841.0,United Kingdom,True,-1.65,8,72,0.9988612381814057
C562773,22374,AIRLINE BAG VINTAGE JET SET RED,-1,2011-08-09 12:18:00,4.25,17841.0,United Kingdom,True,-4.25,8,73,0.9988662094233708
C562786,M,Manual,-1,2011-08-09 13:43:00,250.0,15581.0,United Kingdom,True,-250.0,8,0,0.9987264413633896
C562793,M,Manual,-1,2011-08-09 14:18:00,57.6,16422.0,United Kingdom,True,-57.6,8,27,0.9987209039777837
C562794,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2011-08-09 14:20:00,4.95,14112.0,United Kingdom,True,-4.95,8,8,0.998607949100358
C562795,22192,BLUE DINER WALL CLOCK,-1,2011-08-09 14:23:00,8.5,13709.0,United Kingdom,True,-8.5,8,0,0.998574651707935
C562795,23235,STORAGE TIN VINTAGE LEAF,-1,2011-08-09 14:23:00,2.89,13709.0,United Kingdom,True,-2.89,8,1,0.9985754298702096
C562795,22428,ENAMEL FIRE BUCKET CREAM,-2,2011-08-09 14:23:00,6.95,13709.0,United Kingdom,True,-13.9,8,2,0.9999995590934646
C562795,21877,HOME SWEET HOME MUG,-1,2011-08-09 14:23:00,1.25,13709.0,United Kingdom,True,-1.25,8,3,0.9985833265381072
C562796,D,Discount,-1,2011-08-09 14:27:00,64.0,13694.0,United Kingdom,True,-64.0,8,11,0.9986585370114073
C562797,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-08-09 14:29:00,8.5,16672.0,United Kingdom,True,-8.5,8,2,0.9985836360623213
C562798,22605,WOODEN CROQUET GARDEN SET,-1,2011-08-09 14:30:00,12.75,12929.0,United Kingdom,True,-12.75,8,0,0.9985774731580886
C562799,84949,SILVER HANGING T-LIGHT HOLDER,-2,2011-08-09 14:31:00,1.65,16609.0,United Kingdom,True,-3.3,8,0,0.9999995551933796
C562800,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-2,2011-08-09 14:34:00,2.55,16401.0,United Kingdom,True,-5.1,8,6,0.9999995637468087
C562801,23012,GLASS APOTHECARY BOTTLE PERFUME,-1,2011-08-09 14:35:00,3.95,15194.0,United Kingdom,True,-3.95,8,12,0.9986248023610731
C562802,22990,COTTON APRON PANTRY DESIGN,-2,2011-08-09 14:41:00,4.95,15201.0,United Kingdom,True,-9.9,8,7,0.9999995656128642
C562802,22994,TRAVEL CARD WALLET RETROSPOT,-2,2011-08-09 14:41:00,0.42,15201.0,United Kingdom,True,-0.84,8,8,0.9999995660692134
C562803,21704,BAG 250g SWIRLY MARBLES,-2,2011-08-09 14:43:00,0.85,15628.0,United Kingdom,True,-1.7,8,0,0.9999995550272093
C562803,23187,FRENCH STYLE STORAGE JAR BONBONS,-10,2011-08-09 14:43:00,0.29,15628.0,United Kingdom,True,-2.9,8,1,1.0
C562808,23187,FRENCH STYLE STORAGE JAR BONBONS,-5,2011-08-09 15:10:00,0.29,18282.0,United Kingdom,True,-1.45,8,0,1.0
C562811,23109,PACK OF SIX LED TEA LIGHTS,-96,2011-08-09 15:30:00,2.49,13217.0,United Kingdom,True,-239.04,8,1,1.0
C562811,23083,SET 6 PAPER TABLE LANTERN STARS ,-48,2011-08-09 15:30:00,3.29,13217.0,United Kingdom,True,-157.92000000000002,8,2,1.0
C562845,21754,HOME BUILDING BLOCK WORD,-1,2011-08-10 09:21:00,5.95,14903.0,United Kingdom,True,-5.95,8,8,0.9986085979745961
C562848,22990,COTTON APRON PANTRY DESIGN,-4,2011-08-10 09:35:00,4.95,15201.0,United Kingdom,True,-19.8,8,9,0.9999999999999583
C562876,22360,GLASS JAR ENGLISH CONFECTIONERY,-1,2011-08-10 10:42:00,2.95,15110.0,United Kingdom,True,-2.95,8,1,0.9985754697195732
C562884,22900,SET 2 TEA TOWELS I LOVE LONDON ,-3,2011-08-10 11:25:00,3.25,14056.0,United Kingdom,True,-9.75,8,9,0.999999999865812
C562887,23077,DOUGHNUT LIP GLOSS ,-20,2011-08-10 11:43:00,1.25,17994.0,United Kingdom,True,-25.0,8,2,1.0
C562889,22727,ALARM CLOCK BAKELIKE RED ,-2,2011-08-10 12:07:00,3.75,18172.0,United Kingdom,True,-7.5,8,4,0.9999995612214962
C562909,75049L,LARGE CIRCULAR MIRROR MOBILE,-11,2011-08-10 13:00:00,1.25,17602.0,United Kingdom,True,-13.75,8,0,1.0
C562910,23187,FRENCH STYLE STORAGE JAR BONBONS,-16,2011-08-10 13:03:00,0.29,15671.0,United Kingdom,True,-4.64,8,2,1.0
C562911,22978,PANTRY ROLLING PIN,-5,2011-08-10 13:06:00,3.75,13384.0,United Kingdom,True,-18.75,8,2,1.0
C562915,23064,CINDERELLA CHANDELIER ,-1,2011-08-10 13:35:00,49.95,13388.0,United Kingdom,True,-49.95,8,0,0.998601932305357
C562921,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,2011-08-10 14:17:00,2.95,13767.0,United Kingdom,True,-5.9,8,20,0.9999995827395778
C562921,22423,REGENCY CAKESTAND 3 TIER,-2,2011-08-10 14:17:00,12.75,13767.0,United Kingdom,True,-25.5,8,21,0.9999995859573672
C562921,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-08-10 14:17:00,3.75,13767.0,United Kingdom,True,-3.75,8,22,0.9986674791959346
C562921,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-08-10 14:17:00,3.75,13767.0,United Kingdom,True,-3.75,8,23,0.998671685833896
C562938,M,Manual,-1,2011-08-10 17:14:00,1121.18,14156.0,EIRE,True,-1121.18,8,9,0.999508405116609
C562943,23316,RED REFECTORY CLOCK ,-1,2011-08-11 09:16:00,9.95,12693.0,Germany,True,-9.95,8,1,0.9991833981748977
C562952,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2011-08-11 10:10:00,4.95,12749.0,United Kingdom,True,-4.95,8,11,0.9986210905093971
C562952,23236,STORAGE TIN VINTAGE DOILY ,-1,2011-08-11 10:10:00,2.89,12749.0,United Kingdom,True,-2.89,8,12,0.9986241225441032
C562952,23235,STORAGE TIN VINTAGE LEAF,-2,2011-08-11 10:10:00,2.89,12749.0,United Kingdom,True,-5.78,8,13,0.9999995733767518
C562952,23239,SET OF 4 KNICK KNACK TINS POPPIES,-3,2011-08-11 10:10:00,4.15,12749.0,United Kingdom,True,-12.45,8,14,0.9999999998679749
C562952,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,2011-08-11 10:10:00,8.95,12749.0,United Kingdom,True,-8.95,8,15,0.9986409568618887
C562952,23244,ROUND STORAGE TIN VINTAGE LEAF,-2,2011-08-11 10:10:00,1.95,12749.0,United Kingdom,True,-3.9,8,16,0.999999577224268
C562952,23245,SET OF 3 REGENCY CAKE TINS,-1,2011-08-11 10:10:00,4.95,12749.0,United Kingdom,True,-4.95,8,17,0.9986470028238984
C562952,23110,PARISIENNE KEY CABINET ,-1,2011-08-11 10:10:00,5.75,12749.0,United Kingdom,True,-5.75,8,18,0.9986517770051102
C562952,23167,SMALL CERAMIC TOP STORAGE JAR ,-2,2011-08-11 10:10:00,0.83,12749.0,United Kingdom,True,-1.66,8,19,0.9999995810018744
C562952,23166,MEDIUM CERAMIC TOP STORAGE JAR,-1,2011-08-11 10:10:00,1.25,12749.0,United Kingdom,True,-1.25,8,20,0.9986574619469669
C562952,23165,LARGE CERAMIC TOP STORAGE JAR,-2,2011-08-11 10:10:00,1.65,12749.0,United Kingdom,True,-3.3,8,21,0.9999995838060465
C562952,22980,PANTRY SCRUBBING BRUSH,-3,2011-08-11 10:10:00,1.65,12749.0,United Kingdom,True,-4.949999999999999,8,22,0.9999999998711266
C562952,22979,PANTRY WASHING UP BRUSH,-2,2011-08-11 10:10:00,1.45,12749.0,United Kingdom,True,-2.9,8,23,0.9999995863945293
C562952,22981,PANTRY APPLE CORER,-5,2011-08-11 10:10:00,1.45,12749.0,United Kingdom,True,-7.25,8,24,1.0
C562952,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,-1,2011-08-11 10:10:00,4.95,12749.0,United Kingdom,True,-4.95,8,25,0.998680797697348
C562952,23169,CLASSIC GLASS COOKIE JAR,-1,2011-08-11 10:10:00,4.15,12749.0,United Kingdom,True,-4.15,8,26,0.9986844717211415
C562952,23020,GLASS  SONGBIRD STORAGE JAR,-1,2011-08-11 10:10:00,12.5,12749.0,United Kingdom,True,-12.5,8,27,0.998693720569513
C562952,23015,CORDIAL GLASS JUG,-1,2011-08-11 10:10:00,8.25,12749.0,United Kingdom,True,-8.25,8,28,0.9986952614572904
C562952,23017,APOTHECARY MEASURING JAR,-1,2011-08-11 10:10:00,12.5,12749.0,United Kingdom,True,-12.5,8,29,0.9987019553763813
C562952,23111,PARISIENNE SEWING BOX,-1,2011-08-11 10:10:00,12.5,12749.0,United Kingdom,True,-12.5,8,30,0.9987060533174283
C562953,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2011-08-11 10:12:00,4.95,16180.0,United Kingdom,True,-4.95,8,7,0.9986035408967907
C562953,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2011-08-11 10:12:00,2.95,16180.0,United Kingdom,True,-2.95,8,8,0.9986066504452085
C562953,22064,PINK DOUGHNUT TRINKET POT ,-1,2011-08-11 10:12:00,1.65,16180.0,United Kingdom,True,-1.65,8,9,0.9986102067349619
C562953,23206,LUNCH BAG APPLE DESIGN,-1,2011-08-11 10:12:00,1.65,16180.0,United Kingdom,True,-1.65,8,10,0.9986145939256652
C562953,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-08-11 10:12:00,1.25,16180.0,United Kingdom,True,-1.25,8,11,0.9986187097042656
C562953,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-1,2011-08-11 10:12:00,2.95,16180.0,United Kingdom,True,-2.95,8,12,0.9986241610332679
C562953,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2011-08-11 10:12:00,2.95,16180.0,United Kingdom,True,-2.95,8,13,0.9986285042346316
C562954,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-1,2011-08-11 10:13:00,2.95,17429.0,United Kingdom,True,-2.95,8,0,0.9985709588108298
C562954,84927F,PSYCHEDELIC TILE HOOK,-5,2011-08-11 10:13:00,0.39,17429.0,United Kingdom,True,-1.95,8,1,1.0
C562954,22461,SAVOY ART DECO CLOCK,-2,2011-08-11 10:13:00,3.95,17429.0,United Kingdom,True,-7.9,8,2,0.9999995584754722
C562956,82600,NO SINGING METAL SIGN,-6,2011-08-11 10:14:00,2.1,13186.0,United Kingdom,True,-12.6,8,3,1.0
C562956,22637,PIGGY BANK RETROSPOT ,-1,2011-08-11 10:14:00,2.55,13186.0,United Kingdom,True,-2.55,8,4,0.9985886541322303
C562957,22842,BISCUIT TIN VINTAGE RED,-1,2011-08-11 10:15:00,6.75,13319.0,United Kingdom,True,-6.75,8,13,0.9986309320149003
C562957,22540,MINI JIGSAW CIRCUS PARADE ,-1,2011-08-11 10:15:00,0.42,13319.0,United Kingdom,True,-0.42,8,14,0.9986312200732355
C562958,M,Manual,-1,2011-08-11 10:19:00,3.25,17531.0,United Kingdom,True,-3.25,8,0,0.9985711586709295
C562959,85066,CREAM SWEETHEART MINI CHEST,-6,2011-08-11 10:21:00,1.8,17389.0,United Kingdom,True,-10.8,8,9,1.0
C562959,22138,BAKING SET 9 PIECE RETROSPOT ,-6,2011-08-11 10:21:00,0.7,17389.0,United Kingdom,True,-4.199999999999999,8,10,1.0
C562961,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-6,2011-08-11 10:24:00,2.95,14305.0,United Kingdom,True,-17.700000000000003,8,0,1.0
C562961,22766,PHOTO FRAME CORNICE,-7,2011-08-11 10:24:00,2.95,14305.0,United Kingdom,True,-20.65,8,1,1.0
C562961,22852,DOG BOWL VINTAGE CREAM,-1,2011-08-11 10:24:00,4.25,14305.0,United Kingdom,True,-4.25,8,2,0.9985808268183448
C562961,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,-5,2011-08-11 10:24:00,1.25,14305.0,United Kingdom,True,-6.25,8,3,1.0
C562962,23132,SMALL IVORY HEART WALL ORGANISER,-1,2011-08-11 10:26:00,5.75,17579.0,United Kingdom,True,-5.75,8,0,0.9985728230866773
C562962,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,-1,2011-08-11 10:26:00,2.95,17579.0,United Kingdom,True,-2.95,8,1,0.9985754697195732
C562969,22568,FELTCRAFT CUSHION OWL,-1,2011-08-11 10:58:00,3.75,12610.0,Italy,True,-3.75,8,0,0.9991527379080716
C562969,21987,PACK OF 6 SKULL PAPER CUPS,-12,2011-08-11 10:58:00,0.65,12610.0,Italy,True,-7.800000000000001,8,1,1.0
C562992,22847,BREAD BIN DINER STYLE IVORY,-1,2011-08-11 11:48:00,16.95,12885.0,United Kingdom,True,-16.95,8,0,0.9985802559356347
C563068,23108,SET OF 10 LED DOLLY LIGHTS,-1,2011-08-11 15:26:00,6.25,13722.0,United Kingdom,True,-6.25,8,0,0.9985731557374276
C563072,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,-1,2011-08-11 15:45:00,1.25,16928.0,United Kingdom,True,-1.25,8,3,0.9985833265381072
C563107,22965,3 TRADITIONAl BISCUIT CUTTERS  SET,-12,2011-08-12 10:17:00,2.1,12709.0,Germany,True,-25.200000000000003,8,32,1.0
C563107,23169,CLASSIC GLASS COOKIE JAR,-1,2011-08-12 10:17:00,4.15,12709.0,Germany,True,-4.15,8,33,0.999260021758466
C563107,22960,JAM MAKING SET WITH JARS,-1,2011-08-12 10:17:00,3.75,12709.0,Germany,True,-3.75,8,34,0.9992622215100402
